a,b,correct,expected,max_operand_digits,model,predicted,seed,split
41403049416,2905423,False,41405954839,11,baseline,9,101,ood_primary
90614037628,7889369,False,90621926997,11,baseline,8,101,ood_primary
4847626715,979437505524,False,984285132239,12,baseline,229222222292222,101,ood_primary
4846545694,720143822850,False,724990368544,12,baseline,565652,101,ood_primary
7788063324,283567596010,False,291355659334,12,baseline,832383838323212,101,ood_primary
5771928972,109962586521,False,115734515493,12,baseline,10000,101,ood_primary
2522643824,742127429846,False,744650073670,12,baseline,477777777771111,101,ood_primary
1281054773,869963579420,False,871244634193,12,baseline,5000,101,ood_primary
5249480398,938149861915,False,943399342313,12,baseline,838383838383131,101,ood_primary
7318939710,609541741619,False,616860681329,12,baseline,192929292222929,101,ood_primary
7081991776,965725670083,False,972807661859,12,baseline,966616555160626,101,ood_primary
5381924381,587516343247,False,592898267628,12,baseline,222222222222222,101,ood_primary
3169298580,626670618287,False,629839916867,12,baseline,984485454403333,101,ood_primary
5876365433,717125065891,False,723001431324,12,baseline,816121211111111,101,ood_primary
1653632070,386497521760,False,388151153830,12,baseline,21111,101,ood_primary
8318388614,834464193488,False,842782582102,12,baseline,812122222221212,101,ood_primary
1260419095,411826994050,False,413087413145,12,baseline,10000,101,ood_primary
9615579745,292902419642,False,302517999387,12,baseline,900000000300091,101,ood_primary
6701929357,695760826995,False,702462756352,12,baseline,100444444440000,101,ood_primary
5380137527,950616977488,False,955997115015,12,baseline,319020,101,ood_primary
5008719501,313823220608,False,318831940109,12,baseline,210241544441111,101,ood_primary
2301062911,853534650694,False,855835713605,12,baseline,576772718181111,101,ood_primary
2110813052,288251666065,False,290362479117,12,baseline,111111111111111,101,ood_primary
9215659204,824365762635,False,833581421839,12,baseline,644447473733222,101,ood_primary
3814422667,767850785553,False,771665208220,12,baseline,288828282922222,101,ood_primary
8030909692,820657407222,False,828688316914,12,baseline,111111222112222,101,ood_primary
2016680002,870510548214,False,872527228216,12,baseline,80000,101,ood_primary
8639307722,139131229748,False,147770537470,12,baseline,913010202120202,101,ood_primary
3439272071,891044952225,False,894484224296,12,baseline,103332,101,ood_primary
6728693821,205964208254,False,212692902075,12,baseline,95952,101,ood_primary
7793004096,739258097553,False,747051101649,12,baseline,943434343430303,101,ood_primary
9648438824,553342616975,False,562991055799,12,baseline,333323888232222,101,ood_primary
6767482376,745422067422,False,752189549798,12,baseline,822222222222222,101,ood_primary
3834465895,720358607786,False,724193073681,12,baseline,65757,101,ood_primary
9841733992,997911600641,False,1007753334633,12,baseline,920000000000022,101,ood_primary
7571499,94842694,False,102414193,8,baseline,1990,101,ood_primary
9856918,27333408,False,37190326,8,baseline,1011,101,ood_primary
4005783,19395580,False,23401363,8,baseline,1938,101,ood_primary
1053742,61590730,False,62644472,8,baseline,9649,101,ood_primary
1573775,75627518,False,77201293,8,baseline,2592,101,ood_primary
9730102,86429843,False,96159945,8,baseline,153,101,ood_primary
3000594,24205924,False,27206518,8,baseline,1814,101,ood_primary
9411134,28062034,False,37473168,8,baseline,876,101,ood_primary
4907879,42325074,False,47232953,8,baseline,1104,101,ood_primary
7499025,38479399,False,45978424,8,baseline,8808,101,ood_primary
3572349,81913246,False,85485595,8,baseline,1157,101,ood_primary
6441996,86420644,False,92862640,8,baseline,8402,101,ood_primary
1757462,92324284,False,94081746,8,baseline,8606,101,ood_primary
1199928,87056208,False,88256136,8,baseline,8554,101,ood_primary
9753128,37551957,False,47305085,8,baseline,187,101,ood_primary
6149235,34735222,False,40884457,8,baseline,8558,101,ood_primary
1474210,78386762,False,79860972,8,baseline,808,101,ood_primary
9321210,82742374,False,92063584,8,baseline,6622,101,ood_primary
59008583783,811944920,False,59820528703,11,baseline,8,101,ood_primary
79417772242,898440430,False,80316212672,11,baseline,9,101,ood_primary
50132205813,710995281,False,50843201094,11,baseline,2,101,ood_primary
41300106739,204672459,False,41504779198,11,baseline,1,101,ood_primary
97222962434,105761127,False,97328723561,11,baseline,1,101,ood_primary
59518889381,796478553,False,60315367934,11,baseline,9,101,ood_primary
76982702647,725093149,False,77707795796,11,baseline,7,101,ood_primary
77320186678,117756004,False,77437942682,11,baseline,1,101,ood_primary
33615895352,785710073,False,34401605425,11,baseline,8,101,ood_primary
37897016999,963675363,False,38860692362,11,baseline,1,101,ood_primary
58733351030,413867054,False,59147218084,11,baseline,5,101,ood_primary
44016962352,279240605,False,44296202957,11,baseline,8,101,ood_primary
85342506098,616979707,False,85959485805,11,baseline,5,101,ood_primary
64926151321,570655051,False,65496806372,11,baseline,5,101,ood_primary
32483268632,166598598,False,32649867230,11,baseline,8,101,ood_primary
98828675864,635760172,False,99464436036,11,baseline,7,101,ood_primary
30180737775,444987156,False,30625724931,11,baseline,7,101,ood_primary
86725981028,555127450,False,87281108478,11,baseline,6,101,ood_primary
44621165453,880615194,False,45501780647,11,baseline,8,101,ood_primary
64202257270,902635787,False,65104893057,11,baseline,5,101,ood_primary
28169048765,901562909,False,29070611674,11,baseline,4,101,ood_primary
91540794092,455949911,False,91996744003,11,baseline,6,101,ood_primary
73915470633,700956893,False,74616427526,11,baseline,4,101,ood_primary
59166872391,196974661,False,59363847052,11,baseline,8,101,ood_primary
1567298,57524640562,False,57526207860,11,baseline,9,101,ood_primary
4253185,70776801617,False,70781054802,11,baseline,8,101,ood_primary
5853678,68813257124,False,68819110802,11,baseline,7,101,ood_primary
8487405,63383091404,False,63391578809,11,baseline,5,101,ood_primary
6633577,41040360118,False,41046993695,11,baseline,7,101,ood_primary
8129180,41307582493,False,41315711673,11,baseline,1,101,ood_primary
2554418,45430300188,False,45432854606,11,baseline,8,101,ood_primary
7197247,29961936093,False,29969133340,11,baseline,5,101,ood_primary
5395602,67365415363,False,67370810965,11,baseline,5,101,ood_primary
2524901,63215603056,False,63218127957,11,baseline,1,101,ood_primary
5141323,83853821823,False,83858963146,11,baseline,3,101,ood_primary
2975004,54857786680,False,54860761684,11,baseline,8,101,ood_primary
3787943,84494044441,False,84497832384,11,baseline,4,101,ood_primary
3356424,10287735009,False,10291091433,11,baseline,2,101,ood_primary
8604683,67510436966,False,67519041649,11,baseline,8,101,ood_primary
2589638,60991725837,False,60994315475,11,baseline,4,101,ood_primary
7359576,44121575337,False,44128934913,11,baseline,8,101,ood_primary
9862334,79773277569,False,79783139903,11,baseline,7,101,ood_primary
7266389,58731389988,False,58738656377,11,baseline,8,101,ood_primary
5751524,59976798829,False,59982550353,11,baseline,2,101,ood_primary
4720093,92585107597,False,92589827690,11,baseline,4,101,ood_primary
76343504810,85200220522,False,161543725332,11,baseline,585858,101,ood_primary
21941890991,20636004508,False,42577895499,11,baseline,90202,101,ood_primary
86324566564,10062775185,False,96387341749,11,baseline,57606,101,ood_primary
37402212437,44310156510,False,81712368947,11,baseline,25555552555222,101,ood_primary
87626754308,20818217390,False,108444971698,11,baseline,12252,101,ood_primary
50423422478,93023655407,False,143447077885,11,baseline,322222,101,ood_primary
42159837101,59086760285,False,101246597386,11,baseline,951858,101,ood_primary
15292045415,97266477471,False,112558522886,11,baseline,44444,101,ood_primary
50878104013,86450842814,False,137328946827,11,baseline,81818,101,ood_primary
58617834864,32263862628,False,90881697492,11,baseline,25353532551313,101,ood_primary
93789482657,54732843790,False,148522326447,11,baseline,52522299999090,101,ood_primary
99259635982,35356577409,False,134616213391,11,baseline,68383888888222,101,ood_primary
12089437065,23106486243,False,35195923308,11,baseline,35555555555222,101,ood_primary
44662429722,18720327820,False,63382757542,11,baseline,81222222232121,101,ood_primary
70140707248,56664670185,False,126805377433,11,baseline,15555555555121,101,ood_primary
81868870958,39903693197,False,121772564155,11,baseline,910918,101,ood_primary
6203711576,928551325,False,7132262901,10,baseline,1,101,ood_primary
8098899557,128595036,False,8227494593,10,baseline,9,101,ood_primary
8568015677,190520527,False,8758536204,10,baseline,5,101,ood_primary
4718092691,817400565,False,5535493256,10,baseline,8,101,ood_primary
5464610156,962797450,False,6427407606,10,baseline,1,101,ood_primary
2411956841,201527161,False,2613484002,10,baseline,5,101,ood_primary
5515103064,653448675,False,6168551739,10,baseline,3,101,ood_primary
5465144846,579733202,False,6044878048,10,baseline,4,101,ood_primary
5823660948,553332540,False,6376993488,10,baseline,6,101,ood_primary
1390076586,166432524,False,1556509110,10,baseline,6,101,ood_primary
5727576365,445900262,False,6173476627,10,baseline,7,101,ood_primary
6914161478,740769759,False,7654931237,10,baseline,1,101,ood_primary
8167283040,737699410,False,8904982450,10,baseline,8,101,ood_primary
7143054420,406683706,False,7549738126,10,baseline,5,101,ood_primary
5981470351,358219544,False,6339689895,10,baseline,7,101,ood_primary
9658078704,380242781,False,10038321485,10,baseline,8,101,ood_primary
1552968446,820146368,False,2373114814,10,baseline,8,101,ood_primary
6446145218,316680339,False,6762825557,10,baseline,5,101,ood_primary
1153958451,298312134,False,1452270585,10,baseline,8,101,ood_primary
8358163181,389026313,False,8747189494,10,baseline,8,101,ood_primary
1142578688,328534350,False,1471113038,10,baseline,8,101,ood_primary
6150706802,568667718,False,6719374520,10,baseline,8,101,ood_primary
8456965461,900626381,False,9357591842,10,baseline,5,101,ood_primary
1808341050,454400582,False,2262741632,10,baseline,1,101,ood_primary
7928963023,238752790,False,8167715813,10,baseline,3,101,ood_primary
2933086658,668328418,False,3601415076,10,baseline,8,101,ood_primary
8247024773,487160337,False,8734185110,10,baseline,2,101,ood_primary
8023374922,790080621,False,8813455543,10,baseline,1,101,ood_primary
24152368708,6375276889,False,30527645597,11,baseline,89999999999090,101,ood_primary
57730598906,3937699942,False,61668298848,11,baseline,9,101,ood_primary
79293727946,1575048942,False,80868776888,11,baseline,2,101,ood_primary
68217695568,5924114490,False,74141810058,11,baseline,10004445444400,101,ood_primary
91653967127,2117276174,False,93771243301,11,baseline,141114,101,ood_primary
16627848160,4971883565,False,21599731725,11,baseline,84424848423322,101,ood_primary
58175892695,8199295366,False,66375188061,11,baseline,1009009,101,ood_primary
36652444143,9926035075,False,46578479218,11,baseline,4,101,ood_primary
71829894568,3383139663,False,75213034231,11,baseline,42222222322223,101,ood_primary
30003352613,6183246036,False,36186598649,11,baseline,585988,101,ood_primary
57605483268,7957560858,False,65563044126,11,baseline,9,101,ood_primary
51405768199,9858844598,False,61264612797,11,baseline,8,101,ood_primary
14852918548,2191253098,False,17044171646,11,baseline,13333303033301,101,ood_primary
96301270229,9318368532,False,105619638761,11,baseline,12222222222212,101,ood_primary
13800327388,4801604563,False,18601931951,11,baseline,2,101,ood_primary
15935599424,4751493084,False,20687092508,11,baseline,8,101,ood_primary
61103160510,4741107641,False,65844268151,11,baseline,8,101,ood_primary
62074657823,2981059950,False,65055717773,11,baseline,5,101,ood_primary
69591167457,6257889906,False,75849057363,11,baseline,82222228282222,101,ood_primary
64965271111,5025595681,False,69990866792,11,baseline,2,101,ood_primary
86270241350,2783802240,False,89054043590,11,baseline,2,101,ood_primary
17272477663,6844863570,False,24117341233,11,baseline,8,101,ood_primary
91468064494,1836371339,False,93304435833,11,baseline,81111111111111,101,ood_primary
57302426431,5937709487,False,63240135918,11,baseline,5,101,ood_primary
39110699254,8833519538,False,47944218792,11,baseline,97090000900090,101,ood_primary
61536319404,4874574451,False,66410893855,11,baseline,2,101,ood_primary
16702236565,3096774807,False,19799011372,11,baseline,2,101,ood_primary
44067966363,4675583826,False,48743550189,11,baseline,6,101,ood_primary
76063893290,4167972647,False,80231865937,11,baseline,1,101,ood_primary
36279287700,5323057001,False,41602344701,11,baseline,8,101,ood_primary
63242291268,1997721659,False,65240012927,11,baseline,100000,101,ood_primary
24193675063,2113797061,False,26307472124,11,baseline,1,101,ood_primary
19970502,7263101805,False,7283072307,10,baseline,5,101,ood_primary
43986768,6578011946,False,6621998714,10,baseline,7,101,ood_primary
66713629,4964961615,False,5031675244,10,baseline,9,101,ood_primary
86159048,5289927941,False,5376086989,10,baseline,9,101,ood_primary
77254060,9117006225,False,9194260285,10,baseline,6,101,ood_primary
86379594,3856127782,False,3942507376,10,baseline,6,101,ood_primary
49066553,3208357050,False,3257423603,10,baseline,5,101,ood_primary
89302162,7110819376,False,7200121538,10,baseline,1,101,ood_primary
33127878,9311639697,False,9344767575,10,baseline,8,101,ood_primary
78729668,3360960313,False,3439689981,10,baseline,1,101,ood_primary
55602611,5872442634,False,5928045245,10,baseline,1,101,ood_primary
78573619,4621761571,False,4700335190,10,baseline,8,101,ood_primary
77878538,5763780912,False,5841659450,10,baseline,8,101,ood_primary
37637870,6507262084,False,6544899954,10,baseline,8,101,ood_primary
69688023,7771159067,False,7840847090,10,baseline,1,101,ood_primary
86822106,3215560156,False,3302382262,10,baseline,5,101,ood_primary
7982543,497796417962,False,497804400505,12,baseline,4,101,ood_primary
1795182,800778210938,False,800780006120,12,baseline,8,101,ood_primary
5210328,218045246898,False,218050457226,12,baseline,8,101,ood_primary
7115703,449370119788,False,449377235491,12,baseline,3,101,ood_primary
4796326,406096557716,False,406101354042,12,baseline,8,101,ood_primary
7485479,427051740890,False,427059226369,12,baseline,9,101,ood_primary
9868499,678140589457,False,678150457956,12,baseline,9,101,ood_primary
3202864,286825885756,False,286829088620,12,baseline,5,101,ood_primary
6097241,765941482538,False,765947579779,12,baseline,4,101,ood_primary
4876095,388180201483,False,388185077578,12,baseline,5,101,ood_primary
4605432,211737448687,False,211742054119,12,baseline,3,101,ood_primary
8149885,923672566115,False,923680716000,12,baseline,5,101,ood_primary
5168857,154938939688,False,154944108545,12,baseline,6,101,ood_primary
8437572,635053971573,False,635062409145,12,baseline,2,101,ood_primary
8399145,415139149212,False,415147548357,12,baseline,6,101,ood_primary
6665232,500190507980,False,500197173212,12,baseline,3,101,ood_primary
4656911,892115326582,False,892119983493,12,baseline,1,101,ood_primary
4368359,328306878489,False,328311246848,12,baseline,5,101,ood_primary
6953256,241883152589,False,241890105845,12,baseline,5,101,ood_primary
3458175,335424161287,False,335427619462,12,baseline,5,101,ood_primary
6431290,994703637272,False,994710068562,12,baseline,9,101,ood_primary
8854709,363706066842,False,363714921551,12,baseline,9,101,ood_primary
7318860211860,9653758230011701,False,9661077090223561,16,baseline,100000000000000000,101,ood_long
9511989831594,7451643792137243,False,7461155781968837,16,baseline,233330322222392233,101,ood_long
7365234156506,9657248694505732,False,9664613928662238,16,baseline,338333333333333833,101,ood_long
6327619828282,4703150476685874,False,4709478096514156,16,baseline,133332222333222333,101,ood_long
9395580895718,8095994669325015,False,8105390250220733,16,baseline,812212181212122912,101,ood_long
7543580696804,5370846246881775,False,5378389827578579,16,baseline,821221181212121281,101,ood_long
5290556782488,3585271589783000,False,3590562146565488,16,baseline,522222222222222222,101,ood_long
4519160936300,7847717925489467,False,7852237086425767,16,baseline,100000000000000000,101,ood_long
1146475366276,1581667542379533,False,1582814017745809,16,baseline,111111111111101011,101,ood_long
6701836087792,3714401576531366,False,3721103412619158,16,baseline,355222222222222522,101,ood_long
3660941044385,8715008503511948,False,8718669444556333,16,baseline,351842428121342822,101,ood_long
4211397283808,4105578248695559,False,4109789645979367,16,baseline,933309191222922223,101,ood_long
42057105021025739487,55270546820397,False,42057160291572559884,20,baseline,1111111111211111151111,101,ood_long
34264068238238150760,84590181465125,False,34264152828419615885,20,baseline,1211111131311111101111,101,ood_long
86273087831289129194,12382951030446,False,86273100214240159640,20,baseline,3121212121212111121111,101,ood_long
10264468235456460362,56221787963777,False,10264524457244424139,20,baseline,4151111019011111010111,101,ood_long
55243765436911172468,70252018499976,False,55243835688929672444,20,baseline,2121111208081111081111,101,ood_long
59670071240283851963,94987828970718,False,59670166228112822681,20,baseline,1111111111111111111111,101,ood_long
83725406304507739642,80661292510279,False,83725486965800249921,20,baseline,1111111414011110101111,101,ood_long
10625255203051679775,87238276595327,False,10625342441328275102,20,baseline,2222222222222222222222,101,ood_long
73275816660173803559,86990325015371,False,73275903650498818930,20,baseline,2111111111811111111111,101,ood_long
42303060933428930097,42087657439571,False,42303103021086369668,20,baseline,3222212132212121215121,101,ood_long
68540866125967504446,98440708053621,False,68540964566675558067,20,baseline,2282222282222222322222,101,ood_long
13092481548072092078,95101778843791,False,13092576649850935869,20,baseline,2111111111111111111111,101,ood_long
51219218654431815147,81648181789622,False,51219300302613604769,20,baseline,2222222222222222251222,101,ood_long
45471646398267269923,59062103234560,False,45471705460370504483,20,baseline,2121110100011110101111,101,ood_long
66128217159327185844,47295012594968,False,66128264454339780812,20,baseline,2222222222222222222222,101,ood_long
33538133366355407538,98707599217425,False,33538232073954624963,20,baseline,1211111181811111711111,101,ood_long
57903788868826034227,25221773817247,False,57903814090599851474,20,baseline,2222222222222222222222,101,ood_long
54953482206646732259,22195725390928,False,54953504402372123187,20,baseline,3181818108081111111111,101,ood_long
76804046789414199570,63857996467355,False,76804110647410666925,20,baseline,1411111414141111414111,101,ood_long
11999335855599539077,72033200407314,False,11999407888799946391,20,baseline,3232323322223333222333,101,ood_long
38501262665170,75770833405927756592,False,75770871907190421762,20,baseline,2222121222221212181212,101,ood_long
97157466986615,54414355718450552023,False,54414452875917538638,20,baseline,2115151115711111671111,101,ood_long
20452769177688,58450303944008065922,False,58450324396777243610,20,baseline,2222222228922222222222,101,ood_long
17057894948507,48235421508307181737,False,48235438566202130244,20,baseline,8181818181218181812118,101,ood_long
84249982024546,47116602738162301927,False,47116686988144326473,20,baseline,9529529999999999999609,101,ood_long
52115148212777,63395402270148834962,False,63395454385297047739,20,baseline,1111111111111111111111,101,ood_long
28260708275566,38935746887026461824,False,38935775147734737390,20,baseline,1111111101111111011111,101,ood_long
62023638321828,80104448580429022775,False,80104510604067344603,20,baseline,3222222828821212151212,101,ood_long
78543974249473,14883349162727737541,False,14883427706701987014,20,baseline,2222223238323232323222,101,ood_long
63549662436979,73871716662811918786,False,73871780212474355765,20,baseline,9922220900909190002109,101,ood_long
63942123814895,16419205643400804180,False,16419269585524619075,20,baseline,2222232222332222233222,101,ood_long
35432160908869,49777888804609570241,False,49777924236770479110,20,baseline,2212111212021111011111,101,ood_long
79649872056575,23509296741717497600,False,23509376391589554175,20,baseline,9222222289222222222222,101,ood_long
52603217780758,79311130324815725364,False,79311182928033506122,20,baseline,2222222222222222222222,101,ood_long
16436630802510,94563548484394474800,False,94563564921025277310,20,baseline,1111111160711111051111,101,ood_long
95632743448808,21957385195826989639,False,21957480828570438447,20,baseline,2212121212121211112111,101,ood_long
18081022367338,20229773642846728694,False,20229791723869096032,20,baseline,1312222323221313151212,101,ood_long
67211193139213,93796592338344609128,False,93796659549537748341,20,baseline,1212232222332122233212,101,ood_long
18543240234696,10480026238814534031,False,10480044782054768727,20,baseline,2222222222222222282222,101,ood_long
46339672963528,34228596077326530850,False,34228642416999494378,20,baseline,2322222222812222222222,101,ood_long
16023225082003,28841033557754911099,False,28841049580979993102,20,baseline,2222222222222222222222,101,ood_long
99862575328001743208,8985319900094,False,99862584313321643302,20,baseline,2121111112011111111111,101,ood_long
41768023637705543097,5842121921610,False,41768029479827464707,20,baseline,1111111110101111111111,101,ood_long
84915450206699591050,6399929330706,False,84915456606628921756,20,baseline,4942555555555542455554,101,ood_long
13176021090692831148,9269799988899,False,13176030360492820047,20,baseline,1919122229222212222222,101,ood_long
20073198813127901035,2178328275756,False,20073200991456176791,20,baseline,2222233222233322223322,101,ood_long
79167424417272130901,9354158627273,False,79167433771430758174,20,baseline,2111212117112111111111,101,ood_long
17836676125609764409,1482225650898,False,17836677607835415307,20,baseline,6020211020202010101011,101,ood_long
33001755213596840643,6949924551302,False,33001762163521391945,20,baseline,2222252522252222225222,101,ood_long
99118435739797734056,3649172176334,False,99118439388969910390,20,baseline,2222222222223222323222,101,ood_long
71599940466558035232,5855431083698,False,71599946321989118930,20,baseline,2353529235595333329423,101,ood_long
76910725967120536920,9295909577046,False,76910735263030113966,20,baseline,1212122212222211122221,101,ood_long
32811245114686660397,6383523090379,False,32811251498209750776,20,baseline,2222222222222222222222,101,ood_long
72993991568602993487,4730425019106,False,72993996299028012593,20,baseline,2222222222222222222222,101,ood_long
46514672840098138734,2387292074740,False,46514675227390213474,20,baseline,2021212202221212021212,101,ood_long
67573441904395621715,9765498093684,False,67573451669893715399,20,baseline,3424252434243434348444,101,ood_long
47322210425596007002,6754262739811,False,47322217179858746813,20,baseline,2222222222222222222222,101,ood_long
37664759759689839578,7065535262017,False,37664766825225101595,20,baseline,2222222222222222222222,101,ood_long
69800976685497188195,2987668503347,False,69800979673165691542,20,baseline,2000322300322332221222,101,ood_long
89768832642176135748,1544981439893,False,89768834187157575641,20,baseline,2181811818181111111111,101,ood_long
66732290384436464107,5386727653870,False,66732295771164117977,20,baseline,2222252222222222228222,101,ood_long
76146310135362482597,2879072501249,False,76146313014434983846,20,baseline,3333313133337333374313,101,ood_long
78955800718598664,45868405435432,False,79001669124034096,17,baseline,8328282222823232828,101,ood_long
52244150535949467,57600031044754,False,52301750566994221,17,baseline,5555255555555555252,101,ood_long
17696219094897602,84045092481758,False,17780264187379360,17,baseline,2322222222222232222,101,ood_long
60046141991913948,99039550819619,False,60145181542733567,17,baseline,1511111511101511111,101,ood_long
53189948642974287,63661696001618,False,53253610338975905,17,baseline,2192922222999223929,101,ood_long
35095716967443006,86184600588864,False,35181901568031870,17,baseline,2111111111111111111,101,ood_long
95009027651283765,28809378075657,False,95037837029359422,17,baseline,3222222222222222222,101,ood_long
15900880708445187,48351984607239,False,15949232693052426,17,baseline,8222222222222222222,101,ood_long
20627758591314763,74580335733125,False,20702338927047888,17,baseline,2211111111111111111,101,ood_long
71289114420804886,75111096308117,False,71364225517113003,17,baseline,1111211111121111111,101,ood_long
55075167822416665,42370235889052,False,55117538058305717,17,baseline,1712111111115111111,101,ood_long
75546099937066457,90618736384914,False,75636718673451371,17,baseline,0220202122002021010,101,ood_long
76940938795194645,43183614736642,False,76984122409931287,17,baseline,3332222223303223333,101,ood_long
13599381842016551,58878102323789,False,13658259944340340,17,baseline,3131212111312313111,101,ood_long
79143847212277161,82107617816069,False,79225954830093230,17,baseline,2121211212121111111,101,ood_long
59438953992047260,93285775180601,False,59532239767227861,17,baseline,2212122222222424222,101,ood_long
2954535302736697,26273106930217,False,2980808409666914,16,baseline,389093368080939833,101,ood_long
7402918022081246,75356995292015,False,7478275017373261,16,baseline,222222222222032222,101,ood_long
5203383349371078,83769893463270,False,5287153242834348,16,baseline,321211111111311111,101,ood_long
9038578460102686,43586502193254,False,9082164962295940,16,baseline,222222212121522121,101,ood_long
2614237736725024,36784389362136,False,2651022126087160,16,baseline,382222222222222222,101,ood_long
7945587636303139,63298532198447,False,8008886168501586,16,baseline,222222221232323131,101,ood_long
4235012065834695,49411297172656,False,4284423363007351,16,baseline,122111111111014111,101,ood_long
9338388511639796,45080853878070,False,9383469365517866,16,baseline,222222222222222232,101,ood_long
4232310201272050,50361377103014,False,4282671578375064,16,baseline,121112111111212111,101,ood_long
9294208458510185,33094366110281,False,9327302824620466,16,baseline,211111111111111111,101,ood_long
2955051587429193,35408051760017,False,2990459639189210,16,baseline,522052522225256022,101,ood_long
1372594842978466244,28270307184854,False,1372623113285651098,19,baseline,232222223922233322222,101,ood_long
7616131392290772514,28333848619874,False,7616159726139392388,19,baseline,332331333333333333232,101,ood_long
3037418132598512825,43871918431530,False,3037462004516944355,19,baseline,121212221222211122221,101,ood_long
1460578106103845901,71257364328076,False,1460649363468173977,19,baseline,211111111131111111111,101,ood_long
1539451589543799277,13746907334411,False,1539465336451133688,19,baseline,511111111010111111511,101,ood_long
3585824561256710958,81864126089920,False,3585906425382800878,19,baseline,222221212222221212121,101,ood_long
7803183637876769233,51420174955951,False,7803235058051725184,19,baseline,221818181818111113011,101,ood_long
6594940547295421277,43823980911381,False,6594984371276332658,19,baseline,342451519494541340541,101,ood_long
8202510181652288974,44865406501509,False,8202555047058790483,19,baseline,121212121522111111511,101,ood_long
5179365391218148219,81283725730740,False,5179446674943878959,19,baseline,312112211312111111211,101,ood_long
2780101915800905735,81436930816578,False,2780183352731722313,19,baseline,100011100000101001101,101,ood_long
296102065210323254,7298205973578634,False,303400271183901888,18,baseline,22222222222222222322,101,ood_long
208888542259330946,7167019583885000,False,216055561843215946,18,baseline,82328138328383838883,101,ood_long
101517842835004275,2889885897849649,False,104407728732853924,18,baseline,11111111111111111111,101,ood_long
192093965227112180,8898519827313980,False,200992485054426160,18,baseline,22222222222122222222,101,ood_long
370216483969106399,8822417739278295,False,379038901708384694,18,baseline,21111111007111111511,101,ood_long
884711022716939452,7067769630727840,False,891778792347667292,18,baseline,12121212222121121212,101,ood_long
844282605473538981,3054715275959260,False,847337320749498241,18,baseline,22222222222222222222,101,ood_long
522547989383715070,2203992112204182,False,524751981495919252,18,baseline,21212222217112122121,101,ood_long
589520010288916901,6424427541519114,False,595944437830436015,18,baseline,21211111201111111111,101,ood_long
853605868969162380,2120953029830758,False,855726821998993138,18,baseline,52222222222222122222,101,ood_long
189427748881890539,1744938012497176,False,191172686894387715,18,baseline,22212121212121211111,101,ood_long
134511720590981331,7295579532770451,False,141807300123751782,18,baseline,21212121212121111111,101,ood_long
571254888457139461,1149364593505386,False,572404253050644847,18,baseline,22222221212121112111,101,ood_long
74811436592000238,6670460758607878,False,81481897350608116,17,baseline,4004030100033014033,101,ood_long
41424762256448169,2735959872936016,False,44160722129384185,17,baseline,2111111111111111110,101,ood_long
12525670908433961,3832465809881822,False,16358136718315783,17,baseline,6030303030900303000,101,ood_long
59495600519087786,4126422807966347,False,63622023327054133,17,baseline,1111111111111111101,101,ood_long
27122076711737610,6046881952702758,False,33168958664440368,17,baseline,2121111131201311171,101,ood_long
55191912364735675,2905570464657326,False,58097482829393001,17,baseline,9222222222222232222,101,ood_long
21074426933614491,1374306615811849,False,22448733549426340,17,baseline,2111222111151111152,101,ood_long
20328313164844535,8203667682275930,False,28531980847120465,17,baseline,3222222122322111111,101,ood_long
85389951957031834,7256864149577100,False,92646816106608934,17,baseline,2222222222222232225,101,ood_long
73745505668080448,5778227116357061,False,79523732784437509,17,baseline,5111111115151111111,101,ood_long
17187281748198975,8586695781145630,False,25773977529344605,17,baseline,2222222222233322222,101,ood_long
69085682565420388,1912762218702558,False,70998444784122946,17,baseline,2222222222222212222,101,ood_long
66676872704965393,3880409008955066,False,70557281713920459,17,baseline,2222222228222222222,101,ood_long
82736977807139274,9771746567515954,False,92508724374655228,17,baseline,9222222222222333222,101,ood_long
31972553586355506,2372335823406507,False,34344889409762013,17,baseline,5151515151591111151,101,ood_long
32254954952390696,3642288256149909,False,35897243208540605,17,baseline,9292223092222339222,101,ood_long
28737823516051196,2058068078150896,False,30795891594202092,17,baseline,8181222181222118122,101,ood_long
14914140307271147,5135663268823544,False,20049803576094691,17,baseline,1111111111111111111,101,ood_long
69988300927928611,2489570117241732,False,72477871045170343,17,baseline,3222222222222222222,101,ood_long
78512316749614629,8251537783257855,False,86763854532872484,17,baseline,3222222222342323222,101,ood_long
342831229222133454,970249700685388,False,343801478922818842,18,baseline,21212222222222212222,101,ood_long
570289885356793441,665559677055952,False,570955445033849393,18,baseline,90000329900091999100,101,ood_long
700661635956776123,240978403407052,False,700902614360183175,18,baseline,21111111101011111001,101,ood_long
979621432605408312,510525840152914,False,980131958445561226,18,baseline,21215151512515111415,101,ood_long
133485132207365635,340943131146207,False,133826075338511842,18,baseline,51111111111111111111,101,ood_long
190812348016056403,165494721881305,False,190977842737937708,18,baseline,22222222222222222232,101,ood_long
772797035619404406,371238324392353,False,773168273943796759,18,baseline,31211111202411311014,101,ood_long
413401141632861588,633213043382136,False,414034354676243724,18,baseline,11111111111211111121,101,ood_long
602109073821458051,258870812861121,False,602367944634319172,18,baseline,92222223222223323251,101,ood_long
899507597244580537,338411680414256,False,899846008924994793,18,baseline,21112222114121111221,101,ood_long
454033746599209464,379702249901045,False,454413448849110509,18,baseline,33232323332223333703,101,ood_long
